state,bill_id,bill_url,title,status,date_of_last_action,author,topics,summary,history,year
New Mexico,NM SM    63,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NM2023000SM63&ciq=ncsl&client_md=64df2e91927ec3dc165236870564e3a1&mode=current_text,Children Youth and Families Structured Decision-Making,Failed - Adjourned,,,Government Use; Effect on Labor/Employment,"Relates to the Children, Youth and Families Department structured decision-making study.",,2023
New York,NY A    567,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A567&ciq=ncsl&client_md=92e2a428170f6ccdeb71e6eccc90446c&mode=current_text,Automated Employment Decision Tools,Pending,,,Impact Assessment; Private Sector Use; Responsible Use,"Establishes criteria for the use of automated employment decision tools, provides for enforcement for violations of such criteria.",,2023
New York,NY A    843,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A843&ciq=ncsl&client_md=f123aab8b9de81c6c6ebea175ac2f498&mode=current_text,Motor Vehicle Insurer Discrimination,Pending,,,Private Sector Use,"Prohibits motor vehicle insurers from discrimination based on socioeconomic factors in determining algorithms used to construct actuarial tables, coverage terms, premiums and/or rates.",,2023
New York,NY A   3308,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A3308&ciq=ncsl&client_md=f795c24558e63b6cea380f84b4c3159f&mode=current_text,Digital Fairness Act,Pending,,,Audit; Government Use; Impact Assessment; Responsible Use; Studies,"Enacts the Digital Fairness Act, requires any entity that conducts business in New York and maintains the personal information of 500 or more individuals to provide meaningful notice about their use of personal information, establishes unlawful discriminatory practices relating to targeted advertising.",,2023
New York,NY A   3593,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A3593&ciq=ncsl&client_md=dd9193da6b3393df575f24d085dd5bb6&mode=current_text,State Privacy Act,Pending,,,Audit; Government Use; Notification; Private Sector Use,"Enacts the State Privacy Act to require companies to disclose their methods of de-identifying personal information, to place special safeguards around data sharing and to allow consumers to obtain the names of all entities with whom their information is shared.",,2023
New York,NY A   4534,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A4534&ciq=ncsl&client_md=f87687048deb23201fadd132dce3ba93&mode=current_text,School Safety Planning and Training,Pending,,,Government Use,"Relates to classroom safety mechanisms, emergency medical equipment, and evidence-based best practices for school safety planning and training.",,2023
New York,NY A   4969,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A4969&ciq=ncsl&client_md=e50d644443b8ed4c65951a9b3d0bfe06&mode=current_text,State Commission to Study Artificial Intelligence,To governor,,,Studies,"Creates a temporary state commission to study and investigate how to regulate artificial intelligence, robotics and automation, repeals such commission.",,2023
New York,NY A   5309,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A5309&ciq=ncsl&client_md=71e12d325318a33b03c2193bdad40635&mode=current_text,State Units,Pending,,,Government Use; Responsible Use,"Requires state units to purchase a product or service that is or contains an algorithmic decision system that adheres to responsible artificial intelligence standards, specifies content included in responsible artificial intelligence standards, requires the commissioner of taxation and finance to adopt certain regulations, alters the definition of unlawful discriminatory practice to include acts performed through algorithmic decision systems.",,2023
New York,NY A   7106,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7106&ciq=ncsl&client_md=ec4e0bb33a46ac79c8b544c905041b37&mode=current_text,Political Artificial Intelligence Disclaimer (PAID) Act,Pending,,,Elections,"Amends the Election Law, in relation to the use and disclosure of synthetic media, provides that a political communication which was produced by or includes any synthetic media shall be required to disclose the use of such synthetic media, provides that the disclosure on printed or digital political communications, including but not limited to brochures, flyers, posters, mailings, or internet advertising shall be printed or typed in an appropriate legible form.",,2023
New York,NY A   7501,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7501&ciq=ncsl&client_md=ec1e0e95f21d5c649b52693258a14911&mode=current_text,State Office of Algorithmic Innovation,Pending,,,Oversight/Governance; Responsible Use,"Creates a State Office of algorithmic Innovation to set policies and standards to ensure algorithms are safe, effective, fair, and ethical, and that the state is conducive to promoting algorithmic innovation.",,2023
New York,NY A   7634,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7634&ciq=ncsl&client_md=f33933b89a685385dac091a956ac56a6&mode=current_text,Applicants of the Empire State Film Production Credit,Pending,,,Effect on Labor/Employment; Private Sector Use,"Amends the Tax Law, prohibits applicants of the empire state film production credit from using artificial intelligence that would displace any natural person in their productions.",,2023
New York,NY A   7838,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7838&ciq=ncsl&client_md=bbfdb6333015b967d68de540b40ba8ce&mode=current_text,Department of Labor Study on Artificial Intelligence,Pending,,,Education/Training; Effect on Labor/Employment; Studies,"Requires the Department of Labor to study the long-term impact of artificial intelligence on the state workforce including but not limited to on job performance, productivity, training, education requirements, privacy and security, prohibits any state entity from using artificial intelligence in any way that would displace any natural person from their employment with such state entity until the department's final report is received.",,2023
New York,NY A   7859,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7859&ciq=ncsl&client_md=6efe7e5c68c0e5e772e8ae68bef35052&mode=current_text,Employers and Employment Agencies,Pending,,,Effect on Labor/Employment; Private Sector Use,Requires employers and employment agencies to notify candidates for employment if machine learning technology is used to make hiring decisions prior to the use of such technology.,,2023
New York,NY A   7904,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7904&ciq=ncsl&client_md=c2b0d931205f032d64d63e39770ad245&mode=current_text,Disclosure of the Use of Artificial Intelligence,Pending,,,Elections,"Requires disclosure of the use of artificial intelligence in political communications, directs the state board of elections to create criteria for determining whether a political communication contains an image or video footage created through generative artificial intelligence and to create a definition of content generated by artificial intelligence.",,2023
New York,NY A   7906,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000A7906&ciq=ncsl&client_md=7f4d493fd0c47f9b031506d2893143f8&mode=current_text,Use of Automated Decision Tools by Landlords,Pending,,,Private Sector Use,"Relates to the use of automated decision tools by landlords for making housing decisions, sets conditions and rules for use of such tools.",,2023
New York,NY S   2277,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S2277&ciq=ncsl&client_md=f7b4b8703ded1ff2dbcf084ab56903fb&mode=current_text,Digital Fairness Act,Pending,,,Audit; Government Use; Impact Assessment; Responsible Use; Studies,"Enacts the Digital Fairness Act, requires any entity that conducts business in New York and maintains the personal information of 500 or more individuals to provide meaningful notice about their use of personal information, establishes unlawful discriminatory practices relating to targeted advertising.",,2023
New York,NY S   5641,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S5641&ciq=ncsl&client_md=7df49e1037e7b2babd52a375ec6a6a86&mode=current_text,Use of Automated Employment Decision Tools,Pending,,,Impact Assessment; Private Sector Use; Responsible Use,"Establishes criteria for the use of automated employment decision tools, provides for enforcement for violations of such criteria.",,2023
New York,NY S   6402,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6402&ciq=ncsl&client_md=487f4c3a19f4af114198e68a1c1111db&mode=current_text,State Commission to Study Artificial Intelligence,Pending,,,Studies,"Creates a temporary state commission to study and investigate how to regulate artificial intelligence, robotics and automation, repeals such commission.",,2023
New York,NY S   6638,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6638&ciq=ncsl&client_md=0cc604bda6b9e2a1e0e56cd68968e6c1&mode=current_text,Political Artificial Intelligence Disclaimer Act,Pending,,,Elections,"Enacts the Political Artificial Intelligence Disclaimer Act, relates to the use and disclosure of synthetic media, provides that the disclosure on printed or digital political communications, including but not limited to brochures, flyers, posters, mailings, or internet advertising shall be printed or typed in an appropriate legible form.",,2023
New York,NY S   6685,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6685&ciq=ncsl&client_md=18f024594370751764c449b9d726fe6b&mode=current_text,Motor Vehicle Insurers,Pending,,,Private Sector Use,"Prohibits motor vehicle insurers from discrimination based on socioeconomic factors in determining algorithms used to construct actuarial tables, coverage terms, premiums and/or rates.",,2023
New York,NY S   6859,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6859&ciq=ncsl&client_md=27f050999702fd18a3a0be692bbe7370&mode=current_text,Advertisement Disclosures,Pending,,,Private Sector Use,"Amends the General Business Law, requires advertisements to disclose the use of synthetic media, imposes a $1,000 civil penalty for a first violation and a $5,000 penalty for any subsequent violation.",,2023
New York,NY S   7422,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7422&ciq=ncsl&client_md=7e175b6d0cd81b79798ded647fb7d749&mode=current_text,Applicants of the Empire State Film Production Credit,Pending,,,Effect on Labor/Employment; Private Sector Use,"Amends the Tax Law, prohibits applicants of the empire state film production credit from using artificial intelligence that would displace any natural person in their productions.",,2023
New York,NY S   7543,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7543&ciq=ncsl&client_md=4f735a609d58d5afe7cac4b7a6b1f1c6&mode=current_text,Loading Act,Pending,,,Government Use; Impact Assessment; Oversight/Governance,Enacts the legislative oversight of automated decision-making in government act to regulate the use of artificial intelligence techniques by state agencies.,,2023
New York,NY S   7592,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7592&ciq=ncsl&client_md=8d1029b53b2899069fdcfee086132c72&mode=current_text,Disclosure of the Use of Artificial Intelligence,Pending,,,Elections,"Requires disclosure of the use of artificial intelligence in political communications, directs the state board of elections to create criteria for determining whether a political communication contains an image or video footage created through generative artificial intelligence and to create a definition of content generated by artificial intelligence.",,2023
New York,NY S   7623,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7623&ciq=ncsl&client_md=863d680320f76d90e326acfe1e7b382d&mode=current_text,Use of Electronic Monitoring by Employer,Pending,,,Audit; Impact Assessment; Private Sector Use; Responsible Use,"Restricts the use by an employer or an employment agency of electronic monitoring or an automated employment decision tool to screen a candidate or employee for an employment decision unless such tool has been the subject of a bias audit within the last year and the results of such audit have been made public, requires notice to employment candidates of the use of such tools, provides remedies, makes a technical change to the civil rights law.",,2023
North Carolina,NC H      8,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000H8&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Graduation Requirements,Enacted,,,Education/Training,"Requires a passing grade in computer science course; provides that computer science course shall fulfill one credit that is not an English, mathematics, science or social studies credit; exempts students enrolling in a public high school in this state after completion of the 11th grade from this requirement.",,2023
North Carolina,H 259,,Base Budget Appropriations,Enacted,,,Appropriations; Government Use,"Makes base budget appropriations for current operations of state agencies, departments, and institutions; appropriates $3.2 million for the 2023-2024 fiscal year as a directed grant to New Hanover County Schools and $2 million as a directed grant to Davidson County Schools for an AI School Safety Pilot Program.",,2023
North Carolina,NC H    570,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000H570&ciq=ncsl&client_md=0cba5d9036f713ef0420d5b782180c0c&mode=current_text,Reductions In Energy and Water Consumption,Pending,,,Government Use,Saves taxpayer dollars by requiring reductions in energy and water consumption in public buildings.,,2023
North Carolina,NC S    460,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S460&ciq=ncsl&client_md=8d2c0c3248a8eab6cfd85674b492d9d0&mode=current_text,Automation and the Workforce,Pending,,,Effect on Labor/Employment; Private Sector Use; Studies,Establishes the study committee on automation and the workforce.,,2023
North Carolina,NC S    684,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S684&ciq=ncsl&client_md=ea62525365442f3064b4977064dbd6b4&mode=current_text,Stormwater Permits,Pending,,,Appropriations; Government Use,"Establishes deadlines for decisions by the Department of Environmental Quality on applications for stormwater permits and applications for permits proceeding under the express review program, makes other changes.",,2023
North Dakota,ND H   1003,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ND2023000H1003&ciq=ncsl&client_md=bfe56c9398c2910e7fd54e2c983bb2e2&mode=current_text,University System Expenses Appropriation,Enacted,,,Government Use; Health Use; Private Sector Use; Studies,"Appropriates funds for defraying the expenses of the North Dakota university system, provides an appropriation to the Bank of North Dakota, relates to an economic diversification research fund, matching grants for agricultural research and extension, the Bismarck State College Polytechnic Center, a report on higher education trends, disclosure of financial condition, and a minimum amount payable, relates to the Skilled Workforce Student Loan Repayment Program and the Skilled Workforce Scholarship Program.",,2023
North Dakota,ND H   1361,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ND2023000H1361&ciq=ncsl&client_md=e85ca743f0c3bb6193e2ba0e6b69d8af&mode=current_text,Personhood Status,Enacted,,,,"Relates to the definition of person in the North Dakota Century Code, defines person as an individual, organization, government, political subdivision, or government agency or instrumentality, provides that the term does not include environmental elements, artificial intelligence, an animal, or an inanimate object.",,2023
Pennsylvania,PA H     49,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H49&ciq=ncsl&client_md=17ddcd6249d7492e05c4853523a98c06&mode=current_text,Artificial Intelligence Registry,Pending,,,Oversight/Governance; Private Sector Use,"Amends the act known as The Administrative Code, in powers and duties of the Department of State and its departmental administrative board, provides for artificial intelligence registry.",,2023
Pennsylvania,PA H   1063,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1063&ciq=ncsl&client_md=e100edb8dce578d44519ca7b23a9e380&mode=current_text,Sexual Abuse of Children,Pending,,,,"Amends specified title on Crimes and Offenses of the Pennsylvania Consolidated Statutes, in sexual offenses, provides for the offense of unlawful dissemination of artificially generated depiction, relates to minors, provides for the offense of sexual abuse of children and for the offense of transmission of sexually explicit images by minor.",,2023
Pennsylvania,PA H   1304,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1304&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Uniform 911 Surcharge and for Termination,Pending,,,Government Use,"Relates to 911 emergency communication services; provides for a Legislative Budget and Finance Committee study; provides for termination; provides that the committee shall study and make recommendations with respect to, among other things, determining any efficiencies that can be gained in the current 911 system or potential efficiencies that can be gained with a different 911 system and the use of artificial intelligence in a 911 system, including recommended standards.",,2023
Pennsylvania,PA H   1380,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1380&ciq=ncsl&client_md=a05d46769cc8d83fe4d350f119a81944&mode=current_text,Administration of Assistance Programs,Pending,,,Government Use,"Amends the act known as the Human Services Code, in public assistance, provides for administration of assistance programs.",,2023
Pennsylvania,PA H   1663,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1663&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Health Insurers,Pending,,,Health Use; Notification,Provides for disclosure by health insurers of the use of artificial intelligence-based algorithms in the utilization review process.,,2023
Pennsylvania,PA H   1729,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1729&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Automated Employment Decision Tool,Pending,,,Audit; Notification; Private Sector Use; Responsible Use,Amends the act known as the Pennsylvania Human Relations Act; provides for definitions; provides for use of automated employment decision tool; provides for civil penalties.,,2023
Pennsylvania,PA H   1753,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000H1753&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Sexual Abuse of Children,Pending,,,,"Amends Title 18, Crimes and Offenses, of the Pennsylvania Consolidated Statutes; relates to minors; relates to the sexual abuse of children and for the transmission of sexually explicit images by minors.",,2023
Pennsylvania,PA HR   170,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000HR170&ciq=ncsl&client_md=6e9f84fe7dfa2172c4785dcbb1a81cb3&mode=current_text,Artificial Intelligence,Pending,,,Government Use; Private Sector Use; Responsible Use; Studies,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of artificial intelligence and its impact and potential future impact.,,2023
Pennsylvania,PA SR   143,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000SR143&ciq=ncsl&client_md=f2daebfe8348c7b985d70da6cf6521f4&mode=current_text,Artificial Intelligence,Pending,,,Government Use; Private Sector Use; Responsible Use; Studies,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of artificial intelligence and its impact and potential future impact.,,2023
Puerto Rico,PR S   1179,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PR2021000S1179&ciq=ncsl&client_md=068a5627ecd9d21ce5e633a876281c0a&mode=current_text,Artificial Intelligence Officer,Pending,,,Government Use; Oversight/Governance,"Creates an artificial intelligence officer attached to the Puerto Rico Innovation and Technology Service and establishes their duties; creates the Artificial Intelligence Council, establishes its duties; orders Puerto Rico Innovations and Technology Services to create and develop the public policy of the government in relation to the implementation of artificial intelligence through the agencies.",,2023
Puerto Rico,PR SJR  412,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PR2021000SJR412&ciq=ncsl&client_md=16f516d905640c076ed892fdf0110a19&mode=current_text,Department of State of the Government,Pending,,,Private Sector Use,"Orders the Department of State to make a registry of all companies or businesses that operate, develop or use artificial intelligence systems.",,2023
Puerto Rico,PR SR   684,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PR2021000SR684&ciq=ncsl&client_md=2010c5cead5366a5469d77f1afdfc9c5&mode=current_text,Artificial Intelligence,Adopted,,,Studies,"Relates to conducting an investigation on the use of automated systems artificial intelligence that have the potential to significantly impact the rights, opportunities or access of the public to resources and critical services, the performance of public instrumentalities in relation to these issues, current state and federal statutes and regulations related to automated systems, the recommendations to follow to address the problems on these issues.",,2023
Rhode Island,RI H   5734,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H5734&ciq=ncsl&client_md=bf8bd924882c5dbfd4fa8c2ccf44cc4a&mode=current_text,Business Regulation Regarding Insurance Discrimination,Pending,,,Private Sector Use; Responsible Use,"Prohibits the use of any external consumer data and information sources, as well as any algorithms or predictive models that use external consumer data and information sources, in a way that unfairly discriminates based on race, color, national or ethnic origin, religion, sex, sexual orientation, disability, gender identity, or gender expression, by an insurer in regard to any insurance practice.",,2023
Rhode Island,RI H   5866,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H5866&ciq=ncsl&client_md=0c22b1f605371dcadcef44d508d3740a&mode=current_text,The Atmosphere Protection Act,Pending,,,Government Use; Private Sector Use,"Prohibits the intentional release of hazardous polluting emissions into the atmosphere and provides for a natural climate while increasing resiliency by prohibiting deliberate atmospheric pollution and manipulation of the environment, provides that violation fees would be collected and placed into a trust fund for municipal-level allocation for projects that promote the safety of life and property as well as environmental and agricultural health free from hazardous atmospheric activities.",,2023
Rhode Island,RI H   6285,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H6285&ciq=ncsl&client_md=1e18fadeeb6c815dcf808402c4a670b2&mode=current_text,Use of Artificial Intelligence in Mental Health Service,Pending,,,Health Use,Defines artificial intelligence and regulates its use in providing mental health services.,,2023
Rhode Island,RI H   6286,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H6286&ciq=ncsl&client_md=38896f10f4caa020de3014787732be92&mode=current_text,Generative Artificial Intelligence Models Regulations,Pending,,,Private Sector Use,"Authorizes the office of attorney general to promulgate, adopt and enforce rules and regulations concerning generative artificial intelligence models, such as ChatGPT, to protect the public's safety, privacy, and intellectual property rights.",,2023
Rhode Island,RI H   6423,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H6423&ciq=ncsl&client_md=908925d73220880be08bf20c474c8eed&mode=current_text,Artificial Intelligence and Automated Decision System,Adopted,,,Government Use; Studies,(Resolution) Requests the Department of Administration and the Office of Information Technology to review and evaluate the use and development of artificial intelligence (AI) and automated decision systems and provide recommendations regarding ongoing and upcoming plans to expand their use and current security and implementation procedures.,,2023
Rhode Island,RI S    117,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000S117&ciq=ncsl&client_md=3f8df933160dc3dd1572f437b457909e&mode=current_text,Artificial Intelligence in the Decision-Making Process,Pending,,,Government Use; Oversight/Governance; Responsible Use,"Establishes a permanent commission to monitor the use of artificial intelligence in state government to make state government policy and other decisions, directs the commission to make recommendations regarding changes in the way state government uses artificial intelligence.",,2023
Rhode Island,RI S    146,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000S146&ciq=ncsl&client_md=d3f9163117f71301c420a9d86c1fd306&mode=current_text,Use of Facial and Bio Metric Recognition Technology,Pending,,,Private Sector Use,"Relates to state affairs and government, relates to video lottery games, table games and sports wagering, relates to the Rhode Island consumer protection gaming act, prohibits the use of facial recognition technology and biometric recognition technology in video-lottery terminals at pari-mutuel licensees in the state or in online betting applications.",,2023
Texas,TX H   2060,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000H2060&ciq=ncsl&client_md=7f917a24ed4a10a5df71df259c5b47ef&mode=current_text,Artificial Intelligence Advisory Council,Enacted,,,Government Use; Studies,Relates to the creation of the artificial intelligence advisory council.,,2023
Texas,TX H   3633,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000H3633&ciq=ncsl&client_md=78e2f75f36a7536332a3e03ad5d41cd5&mode=current_text,State Workforce Commission,Failed - Adjourned,,,Education/Training; Studies,Relates to a study on the establishment of a program administered by the State Workforce Commission to train individuals in certain skills related to artificial intelligence systems.,,2023
Texas,TX H   4168,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000H4168&ciq=ncsl&client_md=73d2eefada7615d90f7540dad7c515cf&mode=current_text,Department of Family and Protective Services,Failed - Adjourned,,,Government Use,Relates to prevention and early intervention services by the Department of Family and Protective Services.,,2023
Texas,TX H   4318,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000H4318&ciq=ncsl&client_md=10b2bd38b13a87cb52256bc9142810d6&mode=current_text,Grant Program for Crime Victim Notification Systems,Failed - Adjourned,,,Government Use,Relates to a grant program for crime victim notification systems.,,2023
Texas,TX H   4695,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000H4695&ciq=ncsl&client_md=9fb606ce1283802386ff05fbd50d00de&mode=current_text,Artificial Intelligence Mental Health Services,Failed - Adjourned,,,Health Use,Relates to the provision of artificial intelligence mental health services.,,2023
Texas,TX H      1,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023030H1&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Primary and Secondary Education,Failed - Adjourned,,,Government Use,"Relates to primary and secondary education, including the certification, compensation and health coverage of certain public school employees; the public school finance system; special education in public schools; the establishment of an education savings account program; measures to support the education of public school students that include certain educational grant programs, reading instruction and early childhood education; the provision of virtual education; grading systems and the impact that those systems will have on the assessment and accountability system, including the use of artificial intelligence in grading systems; and public school accountability.",,2023
Texas,TX H      1,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023040H1&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Primary and Secondary Education,Failed - Adjourned,,,Government Use,"Relates to primary and secondary education, including the certification, compensation and health coverage of certain public school employees; the public school finance system; special education in public schools; the establishment of an education savings account program; measures to support the education of public school students that include certain educational grant programs, reading instruction and early childhood education; the provision of virtual education; grading systems and the impact that those systems will have on the assessment and accountability system, including the use of artificial intelligence in grading systems; and public school accountability.",,2023
Texas,TX S   2085,http://custom.statenet.com/public/resources.cgi?id=ID:bill:TX2023000S2085&ciq=ncsl&client_md=d7292774483e1a60689f1cdaff8a42f8&mode=current_text,Grant Program for Crime Victim Notification Systems,Enacted,,,Government Use,"Provides that the Criminal Justice Division shall establish and administer a grant program to provide financial assistance to a law enforcement agency for purposes of purchasing or developing a crime victim notification system, provides that the division shall, among other things, establish eligibility criteria for grant applicants and grant application procedures, provides that a crime victim notification system for which a law enforcement agency seeks a grant must meet specified requirements.",,2023
Utah,UT H     61,http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2023000H61&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,School Safety Requirements,Enacted,,,Government Use,"Relates to school safety and security issues; creates a state security chief position within the Department of Public Safety; requires each county sheriff to identify an individual within the sheriff’s office to coordinate between the county sheriff’s office, the state security chief, and certain police chiefs within the county; creates the School Security Task Force; requires the task force to develop the qualifications, duties and scope of authority of the state security chief; appropriates funds.",,2023
Vermont,VT H    114,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H114&ciq=ncsl&client_md=20b2cccbd6196da660e6c70d98c93ef7&mode=current_text,Electronic Monitoring,Pending - Carryover,,,Impact Assessment; Private Sector Use; Responsible Use,Relates to restricting electronic monitoring of employees and employment-related automated decision systems.,,2023
Washington,WA H   1616,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000H1616&ciq=ncsl&client_md=41ba0071e0b26dfdc7e56c70ce9ac5a5&mode=current_text,Charter of Peoples Personal Data Rights,Pending - Carryover,,,Government Use; Private Sector Use,Creates a charter of people's personal data rights.,,2023
Washington,WA S   5356,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5356&ciq=ncsl&client_md=98fb7ebb7d8b93937ceb5608069b6da0&mode=current_text,Use of Automated Decision Systems,Pending - Carryover,,,Audit; Government Use; Impact Assessment; Notification,"Establishes guidelines for government procurement and use of automated decision systems to protect consumers, improve transparency, and create more market predictability.",,2023
Washington,WA S   5643,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S5643&ciq=ncsl&client_md=2784dcd6d1fd439727b2517b4fad4f4c&mode=current_text,Charter of Peoples Personal Data Rights,Pending - Carryover,,,Government Use; Private Sector Use,Creates a charter of people's personal data rights.,,2023
West Virginia,WV H   3214,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2023000H3214&ciq=ncsl&client_md=1dd0625cde82a801fec78252effb2cb4&mode=current_text,Road Optimization Assessment Data Pilot Project,Enacted,,,Government Use,"Creates the Road Optimization and Assessment Data Pilot Program, requires the commissioner of highways to implement the program, specifies assessment methods and term of program, requires reporting by the Division of Highways.",,2023
Wisconsin,WI A    542,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000A542&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Schools to Acquire Proactive Firearm Detection Software,Pending,,,Government Use,Relates to grants to schools to acquire proactive firearm detection software; makes an appropriation.,,2023
Wisconsin,WI A    664,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000A664&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Artificial Intelligence Content Disclosure,Pending,,,Elections,Concerns disclosures regarding content generated by artificial intelligence in political advertisements; grants rule-making authority; provides for a penalty.,,2023
Wisconsin,WI S    523,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000S523&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,Schools to Acquire Proactive Firearm Detection Software,Pending,,,Government Use,Relates to grants to schools to acquire proactive firearm detection software; makes an appropriation.,,2023
