state_code,date,PHCI,UR,BPPRIV,NAICS54
AZ,2021-11-01,164.63,3.8,5418,172.6
AR,2021-11-01,135.33,3.2,1092,46.0
CA,2021-11-01,154.53,5.7,8721,1385.8
CO,2021-11-01,154.41,4.4,4990,264.8
CT,2021-11-01,120.28,5.3,445,97.5
DE,2021-11-01,127.87,4.8,702,26.0
FL,2021-11-01,160.95,3.8,14873,672.5
GA,2021-11-01,155.33,3.3,5164,310.4
HI,2021-11-01,121.17,3.2,456,25.8
ID,2021-11-01,158.51,3.0,1400,47.6
IL,2021-11-01,127.06,4.9,1460,434.7
IN,2021-11-01,132.29,3.1,2232,135.8
IA,2021-11-01,131.0,3.1,1244,54.2
KS,2021-11-01,139.3,2.8,793,72.4
KY,2021-11-01,133.74,4.2,1298,81.8
LA,2021-11-01,108.99,4.2,1346,91.6
ME,2021-11-01,134.01,4.2,448,31.3
MD,2021-11-01,132.03,3.9,1071,270.6
MA,2021-11-01,148.02,4.1,1047,366.7
MI,2021-11-01,123.05,4.8,1771,306.6
MN,2021-11-01,146.32,3.0,2724,161.8
MS,2021-11-01,124.4,4.3,602,35.4
MO,2021-11-01,135.74,3.3,1666,168.0
MT,2021-11-01,128.18,2.8,801,26.2
NE,2021-11-01,141.73,2.2,547,48.3
NV,2021-11-01,139.19,5.4,2266,65.2
NH,2021-11-01,157.62,2.6,288,44.9
NJ,2021-11-01,130.5,5.6,3278,329.1
NM,2021-11-01,129.17,5.8,468,
NY,2021-11-01,126.68,5.6,4462,687.8
NC,2021-11-01,146.05,4.1,7709,300.9
ND,2021-11-01,146.79,2.4,253,16.5
OH,2021-11-01,128.5,4.3,2486,276.6
OK,2021-11-01,135.53,3.0,1074,76.7
OR,2021-11-01,152.37,4.0,1629,107.1
PA,2021-11-01,122.66,4.7,2230,377.4
RI,2021-11-01,126.93,4.2,131,28.9
SC,2021-11-01,157.75,3.4,4018,110.5
SD,2021-11-01,140.42,2.1,512,
TN,2021-11-01,145.65,3.6,4807,162.5
TX,2021-11-01,156.49,4.6,18004,940.0
UT,2021-11-01,166.09,2.3,3043,124.1
VT,2021-11-01,142.1,2.7,135,16.6
VA,2021-11-01,138.82,2.9,3373,457.5
WA,2021-11-01,152.07,4.2,5124,240.7
WV,2021-11-01,112.71,4.1,269,27.4
WI,2021-11-01,130.11,3.1,1699,121.7
WY,2021-11-01,119.97,3.7,188,10.2
AL,2021-12-01,136.48,2.7,1437,115.9
AK,2021-12-01,114.74,5.4,106,13.0
AZ,2021-12-01,165.59,3.7,5858,174.5
AR,2021-12-01,135.74,3.2,1307,46.3
CA,2021-12-01,155.83,5.4,10973,1391.2
CO,2021-12-01,155.35,4.2,5694,267.5
CT,2021-12-01,121.29,5.0,495,97.9
DE,2021-12-01,128.98,4.6,564,25.8
FL,2021-12-01,162.04,3.6,17640,676.8
GA,2021-12-01,155.76,3.2,5456,311.7
HI,2021-12-01,121.66,3.1,276,25.8
ID,2021-12-01,159.49,2.9,1467,47.8
IL,2021-12-01,127.64,4.8,1080,437.5
IN,2021-12-01,132.91,3.0,3200,136.6
IA,2021-12-01,132.11,2.9,716,54.6
KS,2021-12-01,140.42,2.6,855,72.6
KY,2021-12-01,134.36,4.1,1376,82.4
LA,2021-12-01,109.59,4.0,1407,91.9
ME,2021-12-01,135.14,3.9,622,31.4
MD,2021-12-01,133.9,3.5,1189,272.5
MA,2021-12-01,149.43,3.9,2673,368.5
MI,2021-12-01,124.04,4.5,1596,307.3
MN,2021-12-01,147.62,2.8,2918,162.9
MS,2021-12-01,124.76,4.1,613,35.7
MO,2021-12-01,136.82,3.1,1898,168.3
MT,2021-12-01,129.35,2.7,524,26.4
NE,2021-12-01,142.37,2.1,743,48.1
NV,2021-12-01,140.05,5.3,1784,65.7
NH,2021-12-01,158.29,2.5,249,45.1
NJ,2021-12-01,131.05,5.5,4530,330.4
NM,2021-12-01,129.91,5.6,759,
NY,2021-12-01,127.51,5.4,3459,692.3
NC,2021-12-01,146.81,3.8,6479,302.8
ND,2021-12-01,147.8,2.3,199,16.5
OH,2021-12-01,129.18,4.1,2276,277.1
OK,2021-12-01,136.09,2.9,1181,77.0
OR,2021-12-01,153.08,3.9,1601,107.4
PA,2021-12-01,123.72,4.4,13036,379.5
RI,2021-12-01,128.3,3.8,137,28.9
SC,2021-12-01,158.52,3.3,3459,112.0
SD,2021-12-01,141.54,2.0,522,
TN,2021-12-01,146.41,3.5,4776,162.9
TX,2021-12-01,157.57,4.4,20891,951.6
UT,2021-12-01,166.86,2.2,3290,124.9
VT,2021-12-01,142.87,2.6,239,16.7
VA,2021-12-01,139.38,2.8,3329,456.9
WA,2021-12-01,153.2,4.0,5290,242.7
WV,2021-12-01,113.77,4.0,242,27.6
WI,2021-12-01,130.55,3.0,2246,122.1
WY,2021-12-01,120.39,3.6,150,10.2
AL,2022-01-01,137.1,2.6,1564,116.4
AK,2022-01-01,115.0,5.2,109,12.9
AZ,2022-01-01,166.3,3.6,5727,174.4
AR,2022-01-01,136.07,3.2,1044,46.2
CA,2022-01-01,156.77,5.2,8276,1396.5
CO,2022-01-01,156.16,4.0,4122,269.6
CT,2022-01-01,122.02,4.8,454,98.2
DE,2022-01-01,129.64,4.5,586,25.8
FL,2022-01-01,162.8,3.5,17533,684.0
GA,2022-01-01,156.24,3.1,5267,313.7
HI,2022-01-01,121.84,3.1,305,25.7
ID,2022-01-01,160.34,2.8,1264,48.3
IL,2022-01-01,127.78,4.8,1314,437.0
IN,2022-01-01,133.51,2.9,2301,137.4
IA,2022-01-01,132.72,2.8,563,54.5
KS,2022-01-01,140.78,2.6,1161,73.1
KY,2022-01-01,134.9,4.0,1005,82.7
LA,2022-01-01,109.69,3.9,1507,91.7
ME,2022-01-01,136.04,3.7,437,31.6
MD,2022-01-01,134.2,3.5,2062,273.3
MA,2022-01-01,150.25,3.8,1173,369.9
MI,2022-01-01,124.49,4.4,1351,307.8
MN,2022-01-01,148.31,2.7,1564,163.1
MS,2022-01-01,124.97,4.0,663,36.0
MO,2022-01-01,137.46,3.0,1862,168.5
MT,2022-01-01,130.47,2.6,401,26.5
NE,2022-01-01,142.89,2.0,828,47.9
NV,2022-01-01,140.74,5.2,2608,66.0
NH,2022-01-01,159.06,2.4,231,45.6
NJ,2022-01-01,131.85,5.2,2932,331.1
NM,2022-01-01,130.53,5.4,531,
NY,2022-01-01,128.16,5.2,3085,695.2
NC,2022-01-01,147.09,3.7,8061,304.6
ND,2022-01-01,148.67,2.2,35,16.5
OH,2022-01-01,129.62,4.0,2169,278.2
OK,2022-01-01,136.36,2.9,1258,77.5
OR,2022-01-01,153.44,3.9,1333,107.4
PA,2022-01-01,124.21,4.3,1794,380.9
RI,2022-01-01,129.35,3.5,98,29.1
SC,2022-01-01,158.9,3.3,4124,113.6
SD,2022-01-01,142.66,1.9,352,
TN,2022-01-01,147.15,3.4,4811,165.0
TX,2022-01-01,158.18,4.3,23155,944.5
UT,2022-01-01,167.5,2.2,3022,125.8
VT,2022-01-01,143.61,2.5,105,16.7
VA,2022-01-01,139.79,2.7,2714,455.2
WA,2022-01-01,153.53,4.0,4018,246.0
WV,2022-01-01,114.78,3.9,260,27.8
WI,2022-01-01,130.82,3.0,1012,122.1
WY,2022-01-01,120.79,3.5,151,10.3
AL,2022-02-01,137.41,2.6,1703,116.8
AK,2022-02-01,115.29,4.9,128,12.9
AZ,2022-02-01,167.03,3.6,5522,175.3
AR,2022-02-01,136.56,3.2,1250,46.6
CA,2022-02-01,158.49,4.8,9130,1406.4
CO,2022-02-01,157.22,3.7,4475,271.6
CT,2022-02-01,122.75,4.6,347,98.6
DE,2022-02-01,130.38,4.4,564,26.1
FL,2022-02-01,163.95,3.3,16284,686.9
GA,2022-02-01,156.93,3.1,6377,315.4
HI,2022-02-01,121.77,3.2,236,25.7
ID,2022-02-01,160.97,2.8,1802,48.6
IL,2022-02-01,128.23,4.7,917,438.4
IN,2022-02-01,133.85,2.9,1965,138.2
IA,2022-02-01,133.5,2.7,601,54.8
KS,2022-02-01,141.53,2.5,471,73.5
KY,2022-02-01,135.19,4.0,990,83.0
LA,2022-02-01,110.06,3.8,1614,92.3
ME,2022-02-01,137.58,3.3,871,31.7
MD,2022-02-01,135.28,3.3,1667,274.3
MA,2022-02-01,151.17,3.7,2127,371.7
MI,2022-02-01,125.06,4.3,1391,309.4
MN,2022-02-01,149.71,2.5,2357,164.3
MS,2022-02-01,125.52,3.9,659,36.2
MO,2022-02-01,139.03,2.7,1447,168.7
MT,2022-02-01,130.98,2.6,617,26.8
NE,2022-02-01,143.32,2.0,775,48.0
NV,2022-02-01,141.58,5.2,1833,66.3
NH,2022-02-01,159.93,2.3,296,46.0
NJ,2022-02-01,133.36,4.7,2838,333.0
NM,2022-02-01,131.59,5.0,462,
NY,2022-02-01,129.55,4.8,2969,699.0
NC,2022-02-01,148.0,3.6,8329,307.5
ND,2022-02-01,149.22,2.2,61,16.6
OH,2022-02-01,130.13,3.9,1921,278.9
OK,2022-02-01,136.65,2.9,1133,78.0
OR,2022-02-01,154.17,3.8,1962,107.7
PA,2022-02-01,124.96,4.2,1786,382.4
RI,2022-02-01,130.35,3.3,88,29.1
SC,2022-02-01,159.86,3.2,3801,114.4
SD,2022-02-01,143.2,1.9,301,
TN,2022-02-01,147.77,3.4,4150,166.6
TX,2022-02-01,159.02,4.1,20417,953.9
UT,2022-02-01,168.2,2.2,3496,126.8
VT,2022-02-01,144.42,2.4,119,16.7
VA,2022-02-01,140.43,2.6,2873,457.3
WA,2022-02-01,154.6,3.9,4316,248.3
WV,2022-02-01,115.24,3.9,278,28.0
WI,2022-02-01,131.41,2.9,1145,122.5
WY,2022-02-01,121.33,3.4,244,10.3
AL,2022-03-01,138.0,2.5,2489,117.3
AK,2022-03-01,115.73,4.6,149,12.9
AZ,2022-03-01,167.53,3.6,7221,175.5
AR,2022-03-01,136.81,3.2,1491,46.9
CA,2022-03-01,159.82,4.5,10883,1413.1
CO,2022-03-01,158.34,3.3,5711,273.3
CT,2022-03-01,123.52,4.4,351,98.8
DE,2022-03-01,131.06,4.3,623,26.0
FL,2022-03-01,164.71,3.2,19387,691.0
GA,2022-03-01,157.38,3.1,7692,317.1
HI,2022-03-01,121.94,3.2,721,25.7
ID,2022-03-01,161.77,2.7,2509,49.0
IL,2022-03-01,128.43,4.7,2090,439.8
IN,2022-03-01,134.26,2.9,2806,138.9
IA,2022-03-01,134.14,2.6,1083,55.1
KS,2022-03-01,141.37,2.6,735,73.2
KY,2022-03-01,135.41,4.0,1301,83.0
LA,2022-03-01,110.16,3.7,1565,92.3
ME,2022-03-01,138.88,3.0,414,32.0
MD,2022-03-01,136.27,3.1,2191,272.3
MA,2022-03-01,151.94,3.6,1795,373.0
MI,2022-03-01,125.46,4.3,2208,310.2
MN,2022-03-01,150.47,2.4,3913,164.0
MS,2022-03-01,125.68,3.8,922,36.2
MO,2022-03-01,139.75,2.6,1825,169.1
MT,2022-03-01,131.39,2.6,566,26.9
NE,2022-03-01,143.66,2.0,943,48.2
NV,2022-03-01,142.22,5.2,2263,66.5
NH,2022-03-01,160.32,2.3,358,46.4
NJ,2022-03-01,134.51,4.3,4179,335.7
NM,2022-03-01,132.44,4.7,845,
NY,2022-03-01,130.33,4.6,5928,701.2
NC,2022-03-01,148.65,3.5,8109,309.5
ND,2022-03-01,150.06,2.1,214,16.6
OH,2022-03-01,130.31,3.9,2680,279.0
OK,2022-03-01,136.91,2.9,1481,78.5
OR,2022-03-01,154.91,3.7,1690,108.1
PA,2022-03-01,125.32,4.2,2592,384.0
RI,2022-03-01,130.98,3.2,84,29.2
SC,2022-03-01,160.16,3.2,4829,114.9
SD,2022-03-01,144.41,1.8,1344,
TN,2022-03-01,148.47,3.3,4543,166.9
TX,2022-03-01,160.01,3.9,26723,962.2
UT,2022-03-01,168.69,2.3,3811,127.6
VT,2022-03-01,145.25,2.3,172,16.7
VA,2022-03-01,140.7,2.6,5047,457.5
WA,2022-03-01,155.11,3.9,5369,250.4
WV,2022-03-01,116.25,3.8,348,28.1
WI,2022-03-01,131.65,2.9,1787,122.5
WY,2022-03-01,121.71,3.4,239,10.3
AL,2022-04-01,138.32,2.5,1920,118.3
AK,2022-04-01,116.06,4.4,152,12.9
AZ,2022-04-01,168.0,3.7,5268,176.6
AR,2022-04-01,137.19,3.2,1319,47.3
CA,2022-04-01,160.89,4.3,10615,1423.7
CO,2022-04-01,159.18,3.2,4201,277.3
CT,2022-04-01,124.04,4.3,406,99.3
DE,2022-04-01,131.83,4.2,538,26.8
FL,2022-04-01,165.58,3.1,20051,703.6
GA,2022-04-01,158.12,3.1,6745,318.9
HI,2022-04-01,121.86,3.3,228,25.8
ID,2022-04-01,162.05,2.7,1994,48.8
IL,2022-04-01,128.9,4.6,2270,441.7
IN,2022-04-01,134.59,2.9,3592,139.7
IA,2022-04-01,134.4,2.6,1580,55.1
KS,2022-04-01,141.63,2.6,1025,74.6
KY,2022-04-01,135.68,4.0,1080,84.3
LA,2022-04-01,110.43,3.7,1617,93.3
ME,2022-04-01,139.6,2.9,655,32.1
MD,2022-04-01,136.58,3.1,2054,276.3
MA,2022-04-01,152.33,3.6,1960,374.5
MI,2022-04-01,125.97,4.2,1963,311.8
MN,2022-04-01,151.37,2.3,3209,165.3
MS,2022-04-01,125.81,3.8,712,36.4
MO,2022-04-01,140.81,2.4,2029,170.8
MT,2022-04-01,131.11,2.7,566,26.9
NE,2022-04-01,143.94,2.0,1572,48.1
NV,2022-04-01,143.35,5.1,2634,69.0
NH,2022-04-01,160.83,2.3,373,46.5
NJ,2022-04-01,135.24,4.1,3346,336.1
NM,2022-04-01,133.39,4.4,1005,
NY,2022-04-01,130.77,4.5,3674,706.0
NC,2022-04-01,149.17,3.6,9028,312.4
ND,2022-04-01,150.58,2.1,254,16.7
OH,2022-04-01,130.63,3.9,2568,281.2
OK,2022-04-01,137.27,2.9,1207,79.2
OR,2022-04-01,155.31,3.7,1801,109.0
PA,2022-04-01,125.74,4.2,2107,386.1
RI,2022-04-01,131.69,3.1,121,30.0
SC,2022-04-01,160.62,3.2,4453,116.4
SD,2022-04-01,144.83,1.8,926,
TN,2022-04-01,148.94,3.3,4300,167.5
TX,2022-04-01,160.84,3.9,25518,976.6
UT,2022-04-01,169.39,2.3,3193,128.3
VT,2022-04-01,145.72,2.3,194,17.0
VA,2022-04-01,141.17,2.6,3435,461.7
WA,2022-04-01,155.32,4.0,4127,251.0
WV,2022-04-01,116.57,3.8,407,28.2
WI,2022-04-01,132.07,2.8,2289,123.6
WY,2022-04-01,121.97,3.4,227,10.4
AL,2022-05-01,138.49,2.5,1788,118.9
AK,2022-05-01,116.42,4.2,148,13.0
AZ,2022-05-01,168.52,3.7,5264,176.7
AR,2022-05-01,137.57,3.2,1745,47.4
CA,2022-05-01,161.91,4.1,10263,1423.9
CO,2022-05-01,159.99,3.0,4583,278.9
CT,2022-05-01,124.56,4.2,342,98.8
DE,2022-05-01,132.08,4.2,606,26.8
FL,2022-05-01,166.38,3.0,20152,706.3
GA,2022-05-01,158.59,3.1,5973,319.8
HI,2022-05-01,121.99,3.3,193,26.0
ID,2022-05-01,162.16,2.8,2160,48.9
IL,2022-05-01,129.12,4.6,1702,441.8
IN,2022-05-01,134.58,3.0,2848,140.4
IA,2022-05-01,134.63,2.6,1257,55.0
KS,2022-05-01,141.88,2.6,739,74.9
KY,2022-05-01,135.89,4.0,1251,85.0
LA,2022-05-01,110.72,3.7,1478,92.9
ME,2022-05-01,140.06,2.8,639,32.2
MD,2022-05-01,137.22,3.0,1517,276.5
MA,2022-05-01,152.64,3.6,1482,375.3
MI,2022-05-01,126.38,4.1,2386,311.7
MN,2022-05-01,151.73,2.3,3607,165.8
MS,2022-05-01,126.17,3.7,830,36.8
MO,2022-05-01,141.54,2.3,1779,170.8
MT,2022-05-01,131.29,2.7,531,26.9
NE,2022-05-01,143.95,2.1,1069,48.2
NV,2022-05-01,143.87,5.1,1641,69.2
NH,2022-05-01,161.13,2.3,369,46.8
NJ,2022-05-01,136.16,3.8,2239,336.8
NM,2022-05-01,134.06,4.2,1004,
NY,2022-05-01,131.58,4.3,3325,709.4
NC,2022-05-01,149.65,3.6,8648,313.6
ND,2022-05-01,151.36,2.0,340,16.7
OH,2022-05-01,130.76,3.9,2305,282.1
OK,2022-05-01,137.34,3.0,1411,79.6
OR,2022-05-01,155.41,3.8,1448,109.3
PA,2022-05-01,126.04,4.2,2187,387.1
RI,2022-05-01,131.79,3.2,128,29.9
SC,2022-05-01,161.01,3.2,4192,117.4
SD,2022-05-01,144.67,1.9,1780,
TN,2022-05-01,149.45,3.3,3775,168.0
TX,2022-05-01,161.41,3.8,22918,982.9
UT,2022-05-01,169.99,2.3,2890,129.0
VT,2022-05-01,145.9,2.3,184,16.9
VA,2022-05-01,141.71,2.5,4004,462.3
WA,2022-05-01,155.78,4.0,4261,252.5
WV,2022-05-01,116.41,3.9,400,28.1
WI,2022-05-01,132.27,2.8,2427,124.2
WY,2022-05-01,122.1,3.4,236,10.5
AL,2022-06-01,138.65,2.5,1854,119.3
AK,2022-06-01,116.57,4.1,128,13.0
AZ,2022-06-01,168.93,3.7,5537,177.1
AR,2022-06-01,137.83,3.2,1503,48.2
CA,2022-06-01,162.65,4.0,12675,1431.1
CO,2022-06-01,160.38,2.9,4961,279.1
CT,2022-06-01,125.31,4.0,394,99.3
DE,2022-06-01,132.6,4.1,549,27.1
FL,2022-06-01,167.15,2.9,20160,710.4
GA,2022-06-01,158.95,3.1,5645,321.9
HI,2022-06-01,122.16,3.3,254,26.0
ID,2022-06-01,162.58,2.8,2145,49.2
IL,2022-06-01,129.46,4.5,1437,441.9
IN,2022-06-01,134.77,3.0,1950,141.2
IA,2022-06-01,134.5,2.7,1481,55.5
KS,2022-06-01,141.63,2.7,759,74.7
KY,2022-06-01,136.09,4.0,1119,84.9
LA,2022-06-01,110.91,3.6,1873,93.0
ME,2022-06-01,140.43,2.7,593,32.2
MD,2022-06-01,137.4,3.0,2027,274.6
MA,2022-06-01,152.93,3.6,2200,377.1
MI,2022-06-01,126.65,4.0,2034,312.6
MN,2022-06-01,151.92,2.3,3076,166.1
MS,2022-06-01,126.3,3.7,864,37.0
MO,2022-06-01,141.76,2.3,1944,172.0
MT,2022-06-01,131.52,2.7,895,26.9
NE,2022-06-01,144.26,2.1,739,48.4
NV,2022-06-01,144.32,5.1,1938,70.0
NH,2022-06-01,161.19,2.4,418,47.1
NJ,2022-06-01,136.84,3.6,3636,337.5
NM,2022-06-01,134.67,3.9,758,
NY,2022-06-01,132.09,4.2,5419,714.6
NC,2022-06-01,149.99,3.7,7106,315.7
ND,2022-06-01,152.01,2.0,720,16.7
OH,2022-06-01,130.91,3.9,2425,283.5
OK,2022-06-01,137.42,3.0,1650,79.9
OR,2022-06-01,155.4,3.9,1927,109.5
PA,2022-06-01,126.27,4.2,2185,387.9
RI,2022-06-01,132.18,3.2,100,29.9
SC,2022-06-01,161.28,3.2,4170,118.8
SD,2022-06-01,145.11,1.9,628,
TN,2022-06-01,149.75,3.3,3817,169.1
TX,2022-06-01,161.85,3.8,26082,988.4
UT,2022-06-01,170.5,2.3,3106,129.8
VT,2022-06-01,146.16,2.3,232,17.0
VA,2022-06-01,141.95,2.5,3463,463.4
WA,2022-06-01,156.01,4.0,5423,253.2
WV,2022-06-01,116.6,3.9,351,28.3
WI,2022-06-01,132.44,2.8,1870,124.9
WY,2022-06-01,122.18,3.4,269,10.5
AL,2022-07-01,139.05,2.5,1677,120.1
AK,2022-07-01,116.97,4.0,110,13.2
AZ,2022-07-01,169.38,3.8,5509,177.0
AR,2022-07-01,138.25,3.2,1238,48.9
CA,2022-07-01,163.42,3.9,7663,1435.5
CO,2022-07-01,160.97,2.8,3967,279.3
CT,2022-07-01,125.79,3.9,743,99.7
DE,2022-07-01,133.0,4.1,435,27.2
FL,2022-07-01,167.71,2.9,15502,716.6
GA,2022-07-01,159.74,3.1,6229,324.8
HI,2022-07-01,122.41,3.3,244,26.2
ID,2022-07-01,163.02,2.9,1499,49.7
IL,2022-07-01,129.81,4.5,1418,447.9
IN,2022-07-01,135.12,3.1,2108,142.6
IA,2022-07-01,134.31,2.8,842,56.1
KS,2022-07-01,142.02,2.7,840,75.5
KY,2022-07-01,135.99,4.1,1173,85.2
LA,2022-07-01,111.42,3.6,1494,94.6
ME,2022-07-01,141.15,2.6,551,32.6
MD,2022-07-01,137.69,3.0,1981,279.4
MA,2022-07-01,153.34,3.6,1650,378.2
MI,2022-07-01,127.06,4.0,1629,313.4
MN,2022-07-01,152.41,2.3,2495,166.8
MS,2022-07-01,126.73,3.7,605,37.4
MO,2022-07-01,141.62,2.4,1625,171.4
MT,2022-07-01,131.78,2.7,440,27.7
NE,2022-07-01,144.42,2.2,778,48.5
NV,2022-07-01,144.53,5.2,1174,69.9
NH,2022-07-01,161.96,2.4,378,47.4
NJ,2022-07-01,137.94,3.3,3537,342.0
NM,2022-07-01,135.73,3.6,668,
NY,2022-07-01,133.02,4.0,3702,720.8
NC,2022-07-01,150.67,3.7,6605,318.3
ND,2022-07-01,152.42,2.0,430,16.7
OH,2022-07-01,130.97,4.0,2515,284.3
OK,2022-07-01,137.75,3.1,909,80.5
OR,2022-07-01,156.24,3.9,2064,110.5
PA,2022-07-01,126.87,4.1,2104,391.0
RI,2022-07-01,132.35,3.3,92,30.1
SC,2022-07-01,161.82,3.2,3874,120.1
SD,2022-07-01,145.53,1.9,1347,
TN,2022-07-01,150.3,3.3,3634,170.8
TX,2022-07-01,163.08,3.8,23914,1008.6
UT,2022-07-01,171.02,2.4,2435,130.5
VT,2022-07-01,146.61,2.3,261,17.1
VA,2022-07-01,142.22,2.6,3556,466.0
WA,2022-07-01,156.7,4.0,4113,256.8
WV,2022-07-01,116.72,3.9,302,28.5
WI,2022-07-01,132.84,2.8,1811,125.6
WY,2022-07-01,122.49,3.4,289,10.7
AL,2022-08-01,139.2,2.5,2542,120.7
AK,2022-08-01,117.29,3.8,134,13.3
AZ,2022-08-01,169.82,3.8,4603,177.3
AR,2022-08-01,138.56,3.2,1412,49.2
CA,2022-08-01,164.16,3.8,11045,1437.6
CO,2022-08-01,161.83,2.6,3927,281.3
CT,2022-08-01,126.56,3.7,396,100.1
DE,2022-08-01,133.65,4.0,595,27.4
FL,2022-08-01,168.51,2.8,16834,720.7
GA,2022-08-01,159.99,3.2,7694,326.7
HI,2022-08-01,122.62,3.3,228,26.2
ID,2022-08-01,163.07,3.0,1589,50.0
IL,2022-08-01,130.02,4.5,1720,449.7
IN,2022-08-01,135.37,3.1,2207,143.6
IA,2022-08-01,134.12,2.9,1263,56.2
KS,2022-08-01,141.86,2.8,704,76.0
KY,2022-08-01,136.23,4.1,1407,85.3
LA,2022-08-01,111.66,3.6,1439,94.7
ME,2022-08-01,141.72,2.5,564,32.9
MD,2022-08-01,137.94,3.0,1125,279.3
MA,2022-08-01,153.14,3.7,1083,378.8
MI,2022-08-01,127.17,4.0,2446,313.8
MN,2022-08-01,152.24,2.4,2725,167.3
MS,2022-08-01,126.9,3.7,670,37.6
MO,2022-08-01,141.38,2.5,2156,172.1
MT,2022-08-01,132.03,2.7,483,27.6
NE,2022-08-01,144.52,2.3,670,48.7
NV,2022-08-01,145.14,5.2,1267,70.3
NH,2022-08-01,162.11,2.5,498,47.7
NJ,2022-08-01,138.91,3.0,2389,343.1
NM,2022-08-01,136.49,3.4,616,
NY,2022-08-01,133.83,3.8,4255,724.1
NC,2022-08-01,151.02,3.8,8119,320.2
ND,2022-08-01,152.36,2.1,285,16.9
OH,2022-08-01,130.94,4.1,2767,285.7
OK,2022-08-01,137.95,3.1,1161,81.3
OR,2022-08-01,156.34,4.0,1446,110.7
PA,2022-08-01,127.08,4.1,1935,391.7
RI,2022-08-01,132.43,3.4,123,30.2
SC,2022-08-01,162.15,3.2,3797,121.0
SD,2022-08-01,145.86,1.9,1023,
TN,2022-08-01,150.75,3.3,2800,172.0
TX,2022-08-01,163.75,3.7,20950,1016.6
UT,2022-08-01,171.57,2.4,2175,131.1
VT,2022-08-01,146.37,2.4,174,17.3
VA,2022-08-01,142.47,2.7,3245,467.4
WA,2022-08-01,157.01,4.1,4079,257.9
WV,2022-08-01,116.22,4.0,324,28.6
WI,2022-08-01,133.2,2.8,1922,125.9
WY,2022-08-01,122.24,3.5,399,10.8
AL,2022-09-01,139.53,2.5,1717,121.3
AK,2022-09-01,117.36,3.9,131,13.1
AZ,2022-09-01,170.37,3.8,4020,176.5
AR,2022-09-01,138.95,3.2,1001,49.7
CA,2022-09-01,164.01,4.0,10242,1440.3
CO,2022-09-01,161.99,2.8,3671,281.7
CT,2022-09-01,126.79,3.7,384,100.1
DE,2022-09-01,133.66,4.1,405,27.6
FL,2022-09-01,169.03,2.8,17199,722.5
GA,2022-09-01,160.46,3.2,5908,328.1
HI,2022-09-01,122.83,3.3,479,26.3
ID,2022-09-01,163.46,3.0,1128,50.3
IL,2022-09-01,130.22,4.5,2255,449.1
IN,2022-09-01,135.43,3.2,3006,145.1
IA,2022-09-01,133.97,3.0,1174,56.3
KS,2022-09-01,141.73,2.9,858,76.3
KY,2022-09-01,136.52,4.1,1198,85.5
LA,2022-09-01,111.83,3.6,1172,94.1
ME,2022-09-01,141.7,2.6,488,32.9
MD,2022-09-01,139.01,2.8,1653,279.8
MA,2022-09-01,153.95,3.6,1611,379.3
MI,2022-09-01,127.32,4.0,1714,313.5
MN,2022-09-01,152.09,2.5,2759,167.5
MS,2022-09-01,127.12,3.7,621,37.8
MO,2022-09-01,140.75,2.7,1560,172.2
MT,2022-09-01,132.28,2.7,512,27.8
NE,2022-09-01,144.83,2.3,744,48.8
NV,2022-09-01,145.71,5.2,1659,70.7
NH,2022-09-01,162.56,2.5,397,47.7
NJ,2022-09-01,138.5,3.3,2536,342.7
NM,2022-09-01,136.81,3.5,644,
NY,2022-09-01,133.77,3.9,2684,723.6
NC,2022-09-01,151.51,3.8,6943,321.4
ND,2022-09-01,152.52,2.1,321,17.0
OH,2022-09-01,131.13,4.1,2535,287.1
OK,2022-09-01,138.12,3.2,921,81.8
OR,2022-09-01,156.36,4.1,2335,110.5
PA,2022-09-01,127.38,4.1,1830,392.6
RI,2022-09-01,132.8,3.3,136,29.9
SC,2022-09-01,162.59,3.2,3204,121.9
SD,2022-09-01,145.62,2.0,743,
TN,2022-09-01,150.97,3.4,3367,173.0
TX,2022-09-01,164.33,3.8,19444,1020.9
UT,2022-09-01,172.01,2.5,2232,131.5
VT,2022-09-01,146.58,2.4,207,17.4
VA,2022-09-01,142.67,2.8,2883,467.0
WA,2022-09-01,157.16,4.2,3327,258.5
WV,2022-09-01,117.02,3.9,209,28.7
WI,2022-09-01,133.53,2.8,2239,126.3
WY,2022-09-01,122.64,3.5,187,10.8
AL,2022-10-01,139.67,2.5,1466,121.5
AK,2022-10-01,117.43,4.0,89,13.1
AZ,2022-10-01,170.95,3.8,3871,177.1
AR,2022-10-01,139.19,3.2,1007,49.6
CA,2022-10-01,163.79,4.2,7282,1438.6
CO,2022-10-01,162.41,2.9,2919,284.2
CT,2022-10-01,127.01,3.7,410,100.1
DE,2022-10-01,133.85,4.1,580,27.7
FL,2022-10-01,169.18,2.9,15337,725.8
GA,2022-10-01,160.95,3.3,6111,329.1
HI,2022-10-01,123.04,3.3,829,26.4
ID,2022-10-01,163.82,3.0,1057,50.9
IL,2022-10-01,130.14,4.6,1814,449.4
IN,2022-10-01,135.71,3.2,2355,145.2
IA,2022-10-01,133.78,3.1,1209,56.4
KS,2022-10-01,141.94,2.9,777,76.8
KY,2022-10-01,136.73,4.1,1513,85.7
LA,2022-10-01,111.84,3.6,1170,94.0
ME,2022-10-01,141.54,2.7,399,32.9
