state_code,date,PHCI,UR,BPPRIV,NAICS54
CO,2024-09-01,169.84,4.5,2574,289.9
CT,2024-09-01,134.08,3.2,647,101.4
DE,2024-09-01,141.84,3.6,399,28.9
FL,2024-09-01,178.45,3.5,12380,760.1
GA,2024-09-01,170.54,3.6,5099,333.7
HI,2024-09-01,128.02,3.0,236,26.9
ID,2024-09-01,171.56,3.8,1636,53.9
IL,2024-09-01,133.31,5.0,1906,442.6
IN,2024-09-01,138.63,4.4,2415,149.2
IA,2024-09-01,137.69,3.3,1284,58.0
KS,2024-09-01,143.52,3.8,716,78.6
KY,2024-09-01,137.31,5.3,1084,88.4
LA,2024-09-01,114.28,4.6,1186,95.3
ME,2024-09-01,145.16,3.4,491,33.5
MD,2024-09-01,144.31,3.2,1294,282.8
MA,2024-09-01,158.81,4.2,731,369.7
MI,2024-09-01,127.96,5.1,1972,315.2
MN,2024-09-01,156.6,3.1,2110,167.0
MS,2024-09-01,131.99,3.4,542,40.6
MO,2024-09-01,141.36,3.7,1351,165.0
MT,2024-09-01,134.43,3.0,352,29.2
NE,2024-09-01,150.87,2.9,1469,50.0
NV,2024-09-01,154.11,5.7,1281,73.7
NH,2024-09-01,172.59,2.7,563,49.1
NJ,2024-09-01,141.04,4.6,2588,336.8
NM,2024-09-01,143.82,4.3,862,
NY,2024-09-01,137.58,4.4,2871,726.6
NC,2024-09-01,160.98,3.7,6885,334.3
ND,2024-09-01,158.65,2.5,232,17.1
OH,2024-09-01,135.23,4.4,2619,288.9
OK,2024-09-01,144.16,3.3,945,83.2
OR,2024-09-01,165.16,4.2,1168,110.9
PA,2024-09-01,133.33,3.7,2002,390.5
RI,2024-09-01,135.05,4.5,98,31.2
SC,2024-09-01,167.04,4.5,3586,135.8
SD,2024-09-01,154.94,1.8,485,
TN,2024-09-01,159.23,3.7,3876,179.0
TX,2024-09-01,175.6,4.2,16291,1049.8
UT,2024-09-01,183.32,3.3,2372,132.3
VT,2024-09-01,153.17,2.5,150,17.8
VA,2024-09-01,150.78,2.9,2022,475.6
WA,2024-09-01,166.24,4.4,3037,264.2
WV,2024-09-01,118.95,4.1,360,30.5
WI,2024-09-01,138.32,3.0,1743,130.5
WY,2024-09-01,127.48,3.5,155,11.3
AL,2024-10-01,141.09,3.3,2106,126.5
AK,2024-10-01,120.8,4.7,92,13.9
AZ,2024-10-01,183.13,3.9,4919,168.3
AR,2024-10-01,145.51,3.6,1289,51.8
CA,2024-10-01,169.75,5.5,8597,1400.0
CO,2024-10-01,170.02,4.6,3001,287.9
CT,2024-10-01,134.35,3.2,564,101.8
DE,2024-10-01,142.01,3.6,540,28.0
FL,2024-10-01,178.82,3.5,13302,758.0
GA,2024-10-01,170.92,3.6,4601,335.5
HI,2024-10-01,128.17,3.0,320,26.5
ID,2024-10-01,172.07,3.8,1706,53.2
IL,2024-10-01,133.8,4.9,1933,440.8
IN,2024-10-01,138.55,4.5,2866,148.7
IA,2024-10-01,137.78,3.3,1210,58.7
KS,2024-10-01,143.58,3.8,821,77.9
KY,2024-10-01,137.09,5.4,1189,87.7
LA,2024-10-01,114.55,4.6,1105,95.3
ME,2024-10-01,145.29,3.4,515,33.7
MD,2024-10-01,144.53,3.2,1284,281.4
MA,2024-10-01,159.15,4.2,1289,370.4
MI,2024-10-01,127.73,5.2,2423,313.6
MN,2024-10-01,157.45,3.0,2081,166.4
MS,2024-10-01,132.4,3.6,722,40.5
MO,2024-10-01,142.03,3.6,2229,163.8
MT,2024-10-01,135.22,2.9,423,29.2
NE,2024-10-01,151.19,2.9,703,49.9
NV,2024-10-01,154.01,5.8,1131,73.4
NH,2024-10-01,172.83,2.8,334,49.1
NJ,2024-10-01,141.26,4.6,2982,336.0
NM,2024-10-01,143.96,4.4,632,
NY,2024-10-01,137.72,4.4,3008,729.3
NC,2024-10-01,161.18,3.7,7146,333.2
ND,2024-10-01,158.93,2.5,325,17.0
OH,2024-10-01,135.12,4.5,2661,288.2
OK,2024-10-01,144.47,3.3,1250,83.4
OR,2024-10-01,165.25,4.3,989,109.0
PA,2024-10-01,133.57,3.7,2154,389.2
RI,2024-10-01,135.31,4.5,144,31.2
SC,2024-10-01,167.45,4.5,3700,135.8
SD,2024-10-01,154.72,1.9,754,
TN,2024-10-01,159.6,3.7,3161,179.5
TX,2024-10-01,176.05,4.2,20769,1056.2
UT,2024-10-01,183.92,3.3,2379,131.7
VT,2024-10-01,153.42,2.5,153,17.6
VA,2024-10-01,151.11,2.9,2662,475.7
WA,2024-10-01,166.23,4.4,3507,263.8
WV,2024-10-01,118.96,4.1,307,29.6
WI,2024-10-01,138.44,3.1,2461,129.9
WY,2024-10-01,127.74,3.5,153,11.3
AL,2024-11-01,141.31,3.3,1580,127.1
AK,2024-11-01,120.93,4.7,109,13.8
AZ,2024-11-01,183.72,3.9,4641,169.9
AR,2024-11-01,145.83,3.6,984,51.8
CA,2024-11-01,170.24,5.5,7647,1398.9
CO,2024-11-01,170.41,4.6,2530,290.2
CT,2024-11-01,134.62,3.2,564,101.2
DE,2024-11-01,142.34,3.6,476,28.3
FL,2024-11-01,179.38,3.5,10760,756.5
GA,2024-11-01,171.36,3.6,4161,337.4
HI,2024-11-01,128.38,3.0,438,26.8
ID,2024-11-01,172.73,3.8,1397,54.1
IL,2024-11-01,133.97,4.9,1819,441.8
IN,2024-11-01,138.95,4.4,2019,149.3
IA,2024-11-01,137.98,3.3,1398,57.9
KS,2024-11-01,143.94,3.8,545,79.0
KY,2024-11-01,137.32,5.4,991,87.9
LA,2024-11-01,114.71,4.6,966,95.0
ME,2024-11-01,145.51,3.4,387,33.9
MD,2024-11-01,145.22,3.1,936,282.9
MA,2024-11-01,160.02,4.1,1006,369.6
MI,2024-11-01,127.86,5.2,1749,313.3
MN,2024-11-01,157.84,3.0,1898,166.9
MS,2024-11-01,132.47,3.6,514,41.0
MO,2024-11-01,142.23,3.6,1721,164.6
MT,2024-11-01,135.47,2.9,396,29.3
NE,2024-11-01,151.44,2.9,762,50.0
NV,2024-11-01,154.42,5.8,1585,72.8
NH,2024-11-01,173.35,2.8,336,49.5
NJ,2024-11-01,141.49,4.6,3179,335.4
NM,2024-11-01,144.38,4.4,708,
NY,2024-11-01,137.95,4.4,3492,730.4
NC,2024-11-01,161.67,3.7,6149,335.0
ND,2024-11-01,159.32,2.5,95,17.2
OH,2024-11-01,135.29,4.5,2034,286.3
OK,2024-11-01,144.75,3.3,862,83.2
OR,2024-11-01,165.68,4.3,1092,110.7
PA,2024-11-01,133.73,3.7,1800,390.0
RI,2024-11-01,135.54,4.5,90,31.1
SC,2024-11-01,168.4,4.4,3069,136.8
SD,2024-11-01,155.01,1.9,333,
TN,2024-11-01,159.92,3.7,3228,179.2
TX,2024-11-01,176.33,4.2,16304,1061.0
UT,2024-11-01,184.48,3.3,1708,132.8
VT,2024-11-01,153.69,2.5,132,17.7
VA,2024-11-01,151.47,2.9,3374,474.0
WA,2024-11-01,166.95,4.4,2644,262.9
WV,2024-11-01,119.03,4.1,267,29.5
WI,2024-11-01,138.73,3.1,2206,130.5
WY,2024-11-01,127.69,3.6,122,11.3
AL,2024-12-01,141.56,3.3,1618,127.1
AK,2024-12-01,121.01,4.7,57,13.8
AZ,2024-12-01,184.61,3.8,3275,171.3
AR,2024-12-01,146.13,3.6,1154,51.3
CA,2024-12-01,170.72,5.5,8232,1399.0
CO,2024-12-01,170.78,4.6,2916,290.7
CT,2024-12-01,134.9,3.2,885,100.9
DE,2024-12-01,142.61,3.6,596,28.3
FL,2024-12-01,180.23,3.4,11954,755.9
GA,2024-12-01,171.94,3.6,5657,337.3
HI,2024-12-01,128.6,3.0,299,26.7
ID,2024-12-01,173.38,3.8,1194,54.6
IL,2024-12-01,134.21,4.9,1473,442.2
IN,2024-12-01,139.17,4.4,2032,151.0
IA,2024-12-01,138.21,3.3,651,58.0
KS,2024-12-01,144.15,3.8,568,78.7
KY,2024-12-01,137.89,5.3,959,88.0
LA,2024-12-01,114.77,4.6,1010,94.3
ME,2024-12-01,145.75,3.4,403,33.6
MD,2024-12-01,145.51,3.1,1123,283.4
MA,2024-12-01,160.41,4.1,1277,371.1
MI,2024-12-01,128.16,5.2,1496,314.0
MN,2024-12-01,158.16,3.0,1471,166.8
MS,2024-12-01,132.5,3.6,548,41.4
MO,2024-12-01,142.47,3.6,1102,166.4
MT,2024-12-01,135.64,2.9,551,29.4
NE,2024-12-01,151.76,2.9,813,50.1
NV,2024-12-01,154.98,5.8,1144,71.9
NH,2024-12-01,173.91,2.8,314,49.7
NJ,2024-12-01,141.82,4.6,3661,337.9
NM,2024-12-01,144.92,4.3,584,
NY,2024-12-01,138.24,4.4,4728,733.8
NC,2024-12-01,162.09,3.7,6215,338.6
ND,2024-12-01,159.74,2.5,42,17.6
OH,2024-12-01,135.48,4.5,2456,286.2
OK,2024-12-01,145.04,3.3,878,84.5
OR,2024-12-01,166.01,4.3,948,110.9
PA,2024-12-01,134.06,3.7,2099,394.0
RI,2024-12-01,135.74,4.5,89,31.2
SC,2024-12-01,168.85,4.4,3339,136.5
SD,2024-12-01,155.27,1.9,337,
TN,2024-12-01,160.26,3.7,3130,179.5
TX,2024-12-01,176.79,4.2,18476,1069.3
UT,2024-12-01,185.07,3.3,1677,133.9
VT,2024-12-01,153.96,2.5,428,17.9
VA,2024-12-01,151.9,2.9,2695,478.0
WA,2024-12-01,167.59,4.4,3526,263.8
WV,2024-12-01,119.13,4.1,243,29.9
WI,2024-12-01,138.94,3.1,1749,131.3
WY,2024-12-01,128.2,3.5,221,11.2
AL,2025-01-01,141.76,3.3,1660,128.1
AK,2025-01-01,121.23,4.7,29,13.6
AZ,2025-01-01,184.86,3.9,3672,170.1
AR,2025-01-01,146.44,3.6,1152,53.1
CA,2025-01-01,171.36,5.4,6657,1390.9
CO,2025-01-01,170.98,4.7,2133,291.4
CT,2025-01-01,134.9,3.3,290,101.9
DE,2025-01-01,142.86,3.6,401,27.8
FL,2025-01-01,180.4,3.5,16872,756.8
GA,2025-01-01,172.02,3.6,5142,335.8
HI,2025-01-01,128.78,3.0,363,26.6
ID,2025-01-01,173.82,3.8,1149,55.3
IL,2025-01-01,134.4,4.9,896,443.7
IN,2025-01-01,139.19,4.4,2790,150.2
IA,2025-01-01,138.47,3.3,825,57.3
KS,2025-01-01,144.36,3.8,505,78.6
KY,2025-01-01,138.08,5.3,876,88.0
LA,2025-01-01,115.03,4.5,1080,95.2
ME,2025-01-01,145.71,3.5,490,33.1
MD,2025-01-01,146.19,3.0,1408,282.3
MA,2025-01-01,160.17,4.2,877,368.8
MI,2025-01-01,128.06,5.3,1160,310.8
MN,2025-01-01,158.48,3.0,951,167.8
MS,2025-01-01,132.91,3.6,551,41.3
MO,2025-01-01,142.09,3.7,1268,167.0
MT,2025-01-01,136.49,2.8,271,29.5
NE,2025-01-01,152.02,2.9,876,49.7
NV,2025-01-01,155.09,5.8,1999,70.9
NH,2025-01-01,173.96,2.9,270,49.7
NJ,2025-01-01,141.99,4.6,2913,337.6
NM,2025-01-01,145.13,4.4,509,
NY,2025-01-01,138.45,4.4,2828,732.5
NC,2025-01-01,162.54,3.7,6868,340.4
ND,2025-01-01,159.54,2.6,48,17.2
OH,2025-01-01,135.44,4.6,1730,287.4
OK,2025-01-01,145.32,3.3,1095,84.1
OR,2025-01-01,166.18,4.4,996,112.0
PA,2025-01-01,134.13,3.8,1793,392.8
RI,2025-01-01,135.69,4.6,106,31.1
SC,2025-01-01,169.62,4.3,3903,135.0
SD,2025-01-01,155.71,1.9,336,
TN,2025-01-01,160.43,3.7,3329,179.6
TX,2025-01-01,177.48,4.1,17187,1070.4
UT,2025-01-01,185.83,3.2,2104,132.0
VT,2025-01-01,153.88,2.6,223,18.0
VA,2025-01-01,151.98,3.0,3960,477.9
WA,2025-01-01,168.31,4.3,2826,264.3
WV,2025-01-01,119.88,4.0,238,30.0
WI,2025-01-01,138.96,3.2,1513,131.6
WY,2025-01-01,127.99,3.6,139,11.3
AL,2025-02-01,142.0,3.3,1386,129.5
AK,2025-02-01,121.17,4.7,32,13.7
AZ,2025-02-01,185.34,3.9,3747,169.5
AR,2025-02-01,146.76,3.6,1029,53.9
CA,2025-02-01,171.74,5.4,7247,1386.3
CO,2025-02-01,171.18,4.7,2342,291.6
CT,2025-02-01,134.9,3.4,225,101.7
DE,2025-02-01,142.76,3.7,600,28.4
FL,2025-02-01,180.56,3.6,14857,760.6
GA,2025-02-01,172.51,3.6,5192,335.8
HI,2025-02-01,128.99,3.0,242,26.4
ID,2025-02-01,174.5,3.7,1085,55.6
IL,2025-02-01,134.8,4.8,1121,445.6
IN,2025-02-01,139.63,4.3,2003,148.9
IA,2025-02-01,138.63,3.3,955,56.4
KS,2025-02-01,144.63,3.8,624,78.6
KY,2025-02-01,138.36,5.3,889,88.4
LA,2025-02-01,115.41,4.4,1204,95.1
ME,2025-02-01,145.84,3.5,357,32.8
MD,2025-02-01,146.48,3.0,1456,280.4
MA,2025-02-01,159.95,4.3,845,367.0
MI,2025-02-01,127.91,5.4,1467,312.5
MN,2025-02-01,158.77,3.0,1081,169.8
MS,2025-02-01,132.96,3.8,651,41.0
MO,2025-02-01,142.35,3.7,1121,166.3
MT,2025-02-01,136.73,2.8,281,29.4
NE,2025-02-01,152.05,3.0,1185,49.5
NV,2025-02-01,155.36,5.8,1377,70.9
NH,2025-02-01,174.03,3.0,205,50.0
NJ,2025-02-01,142.29,4.6,2215,336.6
NM,2025-02-01,145.49,4.4,560,
NY,2025-02-01,138.92,4.3,1285,730.8
NC,2025-02-01,162.99,3.7,7678,342.0
ND,2025-02-01,159.64,2.6,50,17.3
OH,2025-02-01,135.52,4.7,3099,287.9
OK,2025-02-01,145.59,3.3,1353,83.7
OR,2025-02-01,166.28,4.5,836,113.0
PA,2025-02-01,134.38,3.8,2282,394.3
RI,2025-02-01,135.67,4.7,107,30.9
SC,2025-02-01,170.44,4.2,3835,135.8
SD,2025-02-01,155.92,1.9,176,
TN,2025-02-01,160.8,3.7,3256,180.5
TX,2025-02-01,177.96,4.1,16459,1071.3
UT,2025-02-01,186.37,3.2,1863,132.2
VT,2025-02-01,154.16,2.6,91,18.1
VA,2025-02-01,152.07,3.1,2618,472.5
WA,2025-02-01,168.26,4.4,2105,261.9
WV,2025-02-01,120.65,3.9,273,30.3
WI,2025-02-01,139.13,3.2,1291,132.0
WY,2025-02-01,128.53,3.5,139,11.5
AL,2025-03-01,142.31,3.3,1598,129.6
AK,2025-03-01,121.33,4.7,123,13.7
AZ,2025-03-01,185.34,4.1,5024,171.7
AR,2025-03-01,147.03,3.7,1675,53.5
CA,2025-03-01,172.44,5.3,7337,1383.7
CO,2025-03-01,171.46,4.8,2607,294.1
CT,2025-03-01,134.6,3.6,369,101.7
DE,2025-03-01,142.96,3.7,514,28.7
FL,2025-03-01,181.05,3.6,14771,765.0
GA,2025-03-01,173.05,3.6,5482,334.1
HI,2025-03-01,129.55,2.9,299,26.5
ID,2025-03-01,174.89,3.7,1893,56.0
IL,2025-03-01,135.02,4.8,1338,446.2
IN,2025-03-01,140.41,4.1,2402,149.9
IA,2025-03-01,138.45,3.4,1273,55.6
KS,2025-03-01,144.92,3.8,891,78.9
KY,2025-03-01,138.94,5.2,1459,88.6
LA,2025-03-01,115.48,4.4,1297,95.2
ME,2025-03-01,146.07,3.5,724,33.2
MD,2025-03-01,146.73,3.0,1007,281.3
MA,2025-03-01,159.77,4.4,941,368.5
MI,2025-03-01,127.73,5.5,1905,311.6
MN,2025-03-01,158.74,3.1,1589,170.7
MS,2025-03-01,132.93,3.9,728,40.9
MO,2025-03-01,142.21,3.8,1343,166.8
MT,2025-03-01,137.59,2.7,464,28.9
NE,2025-03-01,152.62,2.9,796,49.7
NV,2025-03-01,155.98,5.7,1886,71.4
NH,2025-03-01,174.2,3.1,280,50.1
NJ,2025-03-01,142.26,4.7,3337,335.0
NM,2025-03-01,145.95,4.3,911,
NY,2025-03-01,139.42,4.2,2116,731.1
NC,2025-03-01,163.49,3.7,8873,344.8
ND,2025-03-01,160.06,2.6,176,17.3
OH,2025-03-01,135.49,4.8,3241,288.0
OK,2025-03-01,145.84,3.3,1350,83.8
OR,2025-03-01,166.45,4.6,1371,112.6
PA,2025-03-01,134.7,3.8,2363,397.7
RI,2025-03-01,135.63,4.8,83,31.1
SC,2025-03-01,171.39,4.1,4280,137.1
SD,2025-03-01,156.86,1.8,539,
TN,2025-03-01,161.39,3.6,4801,182.4
TX,2025-03-01,178.52,4.1,19080,1071.5
UT,2025-03-01,187.11,3.1,2224,132.4
VT,2025-03-01,154.52,2.6,115,18.1
VA,2025-03-01,152.21,3.2,2792,470.6
WA,2025-03-01,168.68,4.4,2579,262.5
WV,2025-03-01,121.56,3.8,346,30.4
WI,2025-03-01,139.43,3.2,1447,133.6
WY,2025-03-01,128.95,3.4,153,11.3
AL,2025-04-01,142.56,3.3,1590,130.0
AK,2025-04-01,121.32,4.7,83,13.6
AZ,2025-04-01,185.93,4.1,5235,171.0
AR,2025-04-01,147.18,3.7,1458,53.3
CA,2025-04-01,172.92,5.3,9097,1382.7
CO,2025-04-01,172.07,4.8,3233,293.8
CT,2025-04-01,134.6,3.7,621,102.3
DE,2025-04-01,142.43,3.9,533,29.2
FL,2025-04-01,181.19,3.7,13851,771.2
GA,2025-04-01,173.47,3.6,6081,332.9
HI,2025-04-01,129.75,2.9,348,26.4
ID,2025-04-01,175.58,3.7,1930,56.7
IL,2025-04-01,135.21,4.8,1563,445.3
IN,2025-04-01,141.11,3.9,2864,151.3
IA,2025-04-01,138.28,3.5,1175,56.6
KS,2025-04-01,145.24,3.8,972,80.4
KY,2025-04-01,139.17,5.2,1578,88.8
LA,2025-04-01,115.63,4.4,1464,95.2
ME,2025-04-01,146.3,3.5,663,33.3
MD,2025-04-01,146.6,3.1,1253,280.1
MA,2025-04-01,159.05,4.6,1101,368.0
MI,2025-04-01,128.04,5.5,2049,312.1
MN,2025-04-01,158.52,3.2,2297,169.4
MS,2025-04-01,133.15,4.0,661,41.7
MO,2025-04-01,141.94,3.9,1354,165.1
MT,2025-04-01,137.94,2.7,442,28.8
NE,2025-04-01,152.76,3.0,823,49.6
NV,2025-04-01,156.64,5.6,2185,72.2
NH,2025-04-01,174.53,3.1,376,50.4
NJ,2025-04-01,142.22,4.8,2544,334.4
NM,2025-04-01,146.21,4.3,679,
NY,2025-04-01,139.65,4.2,2840,728.9
NC,2025-04-01,164.02,3.7,7279,347.0
ND,2025-04-01,160.34,2.6,209,17.3
OH,2025-04-01,135.53,4.9,2419,290.4
OK,2025-04-01,146.36,3.2,1814,83.9
OR,2025-04-01,166.54,4.7,1190,112.9
PA,2025-04-01,134.72,3.9,2327,400.2
RI,2025-04-01,135.54,4.9,119,31.5
SC,2025-04-01,171.47,4.2,3977,138.5
SD,2025-04-01,157.18,1.8,597,
TN,2025-04-01,162.02,3.5,3986,184.4
TX,2025-04-01,179.06,4.1,22300,1070.9
UT,2025-04-01,187.65,3.1,2129,133.0
VT,2025-04-01,154.76,2.6,187,18.1
VA,2025-04-01,152.31,3.3,2878,468.4
WA,2025-04-01,168.97,4.4,3004,265.5
WV,2025-04-01,121.85,3.8,385,30.3
WI,2025-04-01,139.37,3.3,1969,130.3
WY,2025-04-01,129.46,3.3,203,11.8
AL,2025-05-01,142.71,3.3,1447,129.5
AK,2025-05-01,121.51,4.7,136,14.0
AZ,2025-05-01,186.35,4.1,4515,172.4
AR,2025-05-01,147.51,3.7,789,53.2
CA,2025-05-01,173.34,5.3,9346,1379.4
CO,2025-05-01,172.4,4.8,3479,292.7
CT,2025-05-01,134.58,3.8,776,101.4
DE,2025-05-01,142.09,4.0,596,29.1
FL,2025-05-01,181.64,3.7,14564,775.7
GA,2025-05-01,174.04,3.5,4969,333.5
HI,2025-05-01,130.22,2.8,354,25.9
ID,2025-05-01,176.41,3.6,1636,56.9
IL,2025-05-01,135.37,4.8,2192,445.9
IN,2025-05-01,141.83,3.7,2647,150.6
IA,2025-05-01,137.96,3.6,952,56.9
KS,2025-05-01,145.51,3.8,981,80.4
KY,2025-05-01,140.14,5.0,1345,89.1
LA,2025-05-01,115.65,4.5,1101,95.5
ME,2025-05-01,146.81,3.4,618,33.6
MD,2025-05-01,146.44,3.2,1755,279.1
MA,2025-05-01,158.23,4.8,1085,366.5
MI,2025-05-01,128.47,5.4,2046,311.0
MN,2025-05-01,158.35,3.3,2024,169.2
MS,2025-05-01,133.33,4.0,784,41.5
MO,2025-05-01,141.78,4.0,1291,165.1
MT,2025-05-01,137.49,2.8,405,29.5
NE,2025-05-01,153.1,3.0,941,49.5
NV,2025-05-01,157.11,5.5,1559,72.8
NH,2025-05-01,175.02,3.1,470,49.9
NJ,2025-05-01,142.4,4.8,2404,336.6
NM,2025-05-01,146.8,4.2,664,
NY,2025-05-01,140.41,4.0,3091,728.0
NC,2025-05-01,164.41,3.7,7349,349.5
ND,2025-05-01,161.07,2.5,306,17.5
OH,2025-05-01,135.67,4.9,4004,291.1
OK,2025-05-01,146.91,3.1,1066,84.3
OR,2025-05-01,166.56,4.8,1119,112.3
PA,2025-05-01,134.98,3.9,2022,397.7
RI,2025-05-01,135.66,4.9,143,32.2
SC,2025-05-01,172.38,4.1,4440,140.4
SD,2025-05-01,157.4,1.8,372,
TN,2025-05-01,162.34,3.5,3358,183.8
TX,2025-05-01,179.56,4.1,18642,1069.3
UT,2025-05-01,187.98,3.2,1941,132.7
VT,2025-05-01,155.06,2.6,170,18.1
VA,2025-05-01,152.38,3.4,2581,471.0
WA,2025-05-01,169.01,4.5,2785,265.3
WV,2025-05-01,122.73,3.7,398,30.1
WI,2025-05-01,139.59,3.3,3038,130.7
WY,2025-05-01,129.69,3.3,204,12.1
AL,2025-06-01,143.31,3.2,1337,130.2
AK,2025-06-01,121.69,4.7,72,14.1
AZ,2025-06-01,186.56,4.1,4553,170.3
AR,2025-06-01,147.7,3.7,1363,53.3
CA,2025-06-01,173.41,5.4,9751,1375.8
CO,2025-06-01,172.85,4.7,2748,291.3
CT,2025-06-01,134.85,3.8,356,102.3
DE,2025-06-01,142.24,4.0,617,29.1
FL,2025-06-01,182.03,3.7,19538,768.8
GA,2025-06-01,174.49,3.5,4194,333.8
HI,2025-06-01,130.35,2.8,263,25.8
ID,2025-06-01,176.8,3.6,1718,55.5
IL,2025-06-01,136.03,4.6,2163,444.1
IN,2025-06-01,142.35,3.6,2975,151.7
IA,2025-06-01,137.68,3.7,1688,58.1
KS,2025-06-01,145.72,3.8,1094,81.4
KY,2025-06-01,140.73,4.9,1206,88.4
LA,2025-06-01,115.8,4.5,1202,95.0
ME,2025-06-01,147.41,3.3,574,33.7
MD,2025-06-01,146.25,3.3,1027,277.1
MA,2025-06-01,158.45,4.8,704,365.2
MI,2025-06-01,128.83,5.3,2358,309.5
MN,2025-06-01,158.55,3.3,1504,169.2
MS,2025-06-01,133.5,4.0,695,41.5
MO,2025-06-01,142.04,4.0,2036,163.0
MT,2025-06-01,137.6,2.8,300,30.0
NE,2025-06-01,153.37,3.0,1045,49.7
NV,2025-06-01,157.51,5.4,917,73.2
NH,2025-06-01,175.32,3.1,313,50.2
NJ,2025-06-01,142.34,4.9,2655,337.2
NM,2025-06-01,147.15,4.2,880,
NY,2025-06-01,140.69,4.0,2857,729.7
NC,2025-06-01,164.81,3.7,7421,353.4
ND,2025-06-01,161.48,2.5,377,17.6
OH,2025-06-01,135.94,4.9,3210,290.6
OK,2025-06-01,147.15,3.1,1326,84.8
OR,2025-06-01,166.43,4.9,1254,110.8
PA,2025-06-01,135.02,4.0,2335,398.7
RI,2025-06-01,135.94,4.8,200,32.4
SC,2025-06-01,172.94,4.1,4264,142.0
SD,2025-06-01,157.8,1.8,551,
TN,2025-06-01,162.69,3.5,3962,184.8
TX,2025-06-01,180.15,4.0,18712,1072.2
UT,2025-06-01,188.29,3.2,1795,131.8
VT,2025-06-01,155.32,2.6,144,18.1
VA,2025-06-01,152.42,3.5,2598,468.6
WA,2025-06-01,169.35,4.5,3147,263.4
WV,2025-06-01,123.05,3.7,357,30.0
WI,2025-06-01,140.06,3.2,1779,129.1
WY,2025-06-01,129.86,3.3,168,11.9
AL,2025-07-01,144.52,3.0,1502,130.3
AK,2025-07-01,121.68,4.8,70,14.4
AZ,2025-07-01,187.02,4.1,4520,169.6
AR,2025-07-01,147.94,3.7,1204,53.3
CA,2025-07-01,173.43,5.5,7463,1372.0
CO,2025-07-01,173.46,4.5,2218,290.7
CT,2025-07-01,135.12,3.8,969,103.6
DE,2025-07-01,142.05,4.1,601,29.3
FL,2025-07-01,182.44,3.7,14661,764.6
GA,2025-07-01,174.89,3.4,5548,334.5
HI,2025-07-01,130.79,2.7,307,26.1
ID,2025-07-01,176.76,3.7,1474,55.5
IL,2025-07-01,136.24,4.6,2129,443.2
IN,2025-07-01,142.71,3.6,2689,151.8
IA,2025-07-01,137.87,3.7,973,58.1
KS,2025-07-01,145.81,3.8,900,81.0
KY,2025-07-01,140.93,4.9,1233,88.1
LA,2025-07-01,115.88,4.5,1082,95.2
ME,2025-07-01,147.92,3.2,576,33.4
MD,2025-07-01,146.1,3.4,1173,277.7
MA,2025-07-01,158.69,4.8,1094,364.0
MI,2025-07-01,128.96,5.3,2287,310.8
MN,2025-07-01,157.87,3.5,2103,169.0
MS,2025-07-01,133.86,3.9,647,41.3
MO,2025-07-01,141.96,4.1,1195,162.2
MT,2025-07-01,137.74,2.8,380,29.5
NE,2025-07-01,153.48,3.0,1051,49.4
NV,2025-07-01,157.53,5.4,1240,72.9
NH,2025-07-01,175.52,3.1,409,49.9
NJ,2025-07-01,142.63,4.9,2638,338.7
NM,2025-07-01,147.42,4.2,601,
NY,2025-07-01,141.01,4.0,2891,729.9
NC,2025-07-01,165.08,3.7,7156,354.6
ND,2025-07-01,161.59,2.5,303,17.6
OH,2025-07-01,135.86,5.0,2775,286.5
OK,2025-07-01,147.34,3.1,1135,84.0
OR,2025-07-01,166.83,4.9,1473,110.8
PA,2025-07-01,135.3,4.0,1955,401.3
RI,2025-07-01,135.99,4.8,147,32.4
SC,2025-07-01,173.05,4.2,3770,144.7
SD,2025-07-01,157.44,1.9,529,
TN,2025-07-01,162.8,3.6,4132,185.8
TX,2025-07-01,180.37,4.0,19248,1072.5
UT,2025-07-01,188.54,3.3,1822,131.6
VT,2025-07-01,155.58,2.6,194,17.9
VA,2025-07-01,152.45,3.6,2577,468.4
WA,2025-07-01,169.61,4.5,2679,263.2
WV,2025-07-01,123.23,3.7,427,29.5
WI,2025-07-01,140.46,3.1,3059,128.4
WY,2025-07-01,129.95,3.3,197,11.8
AL,2025-08-01,145.26,2.9,1463,131.0
AK,2025-08-01,121.97,4.7,90,14.2
AZ,2025-08-01,187.49,4.1,2523,171.0
AR,2025-08-01,148.24,3.8,1659,53.3
CA,2025-08-01,173.77,5.5,8883,1368.3
CO,2025-08-01,174.38,4.2,2830,292.5
CT,2025-08-01,135.37,3.8,1023,103.9
DE,2025-08-01,141.48,4.3,480,29.1
FL,2025-08-01,182.52,3.8,13594,767.1
GA,2025-08-01,175.18,3.4,4180,333.6
HI,2025-08-01,130.89,2.7,332,26.1
ID,2025-08-01,177.02,3.7,1407,55.3
IL,2025-08-01,136.91,4.4,1790,443.8
IN,2025-08-01,142.99,3.6,2129,151.7
IA,2025-08-01,137.68,3.8,1251,58.7
KS,2025-08-01,145.99,3.8,749,81.3
KY,2025-08-01,141.9,4.7,1627,88.1
LA,2025-08-01,115.95,4.4,1497,94.8
ME,2025-08-01,148.04,3.2,505,33.4
MD,2025-08-01,145.52,3.6,902,277.0
MA,2025-08-01,158.76,4.8,911,362.3
MI,2025-08-01,129.46,5.2,2234,311.7
MN,2025-08-01,157.66,3.6,2441,168.8
