fullname,Base Model,country,Upload To Hub Date,Average,#Params (B),CO2 cost (kg),IFEval Raw,IFEval,BBH Raw,BBH,MATH Lvl 5 Raw,MATH Lvl 5,GPQA Raw,GPQA,MUSR Raw,MUSR,MMLU-PRO Raw,MMLU-PRO,Official Providers
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,USA,2023-12-28,5.230318101,1.1,0.331595759,0.22766371,22.76637101,0.307118844,3.54709339,0.012084592,1.208459215,0.252516779,0.33557047,0.33803125,2.187239583,0.112034574,1.337174941,TRUE
togethercomputer/GPT-JT-6B-v1,togethercomputer/GPT-JT-6B-v1,USA,2022-11-24,6.877706828,6,75.91762136,0.206106464,20.61064642,0.330266091,7.318523965,0.010574018,1.057401813,0.26090604,1.454138702,0.37365625,3.873697917,0.162566489,6.951832151,TRUE
togethercomputer/GPT-NeoXT-Chat-Base-20B,togethercomputer/GPT-NeoXT-Chat-Base-20B,USA,2023-03-03,5.140295457,20,5.967175975,0.182975616,18.29756158,0.332097026,6.830794983,0.023413897,2.341389728,0.25,0,0.3460625,1.7578125,0.114527926,1.614213948,TRUE
togethercomputer/LLaMA-2-7B-32K,togethercomputer/LLaMA-2-7B-32K,USA,2023-07-26,6.837715868,7,1.169145546,0.186497383,18.64973825,0.339951752,8.08998423,0.014350453,1.435045317,0.25,0,0.375364583,4.320572917,0.17677859,8.530954492,TRUE
togethercomputer/Llama-2-7B-32K-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,USA,2023-08-08,8.258542186,7,1.179818727,0.213000395,21.30003945,0.344347242,8.563469919,0.015861027,1.586102719,0.251677852,0.223713647,0.40559375,9.19921875,0.178108378,8.678708629,TRUE
togethercomputer/RedPajama-INCITE-7B-Base,togethercomputer/RedPajama-INCITE-7B-Base,USA,2023-05-04,5.561814294,7,2.441214327,0.208229719,20.82297194,0.319488988,5.087242273,0.015861027,1.586102719,0.255033557,0.67114094,0.362,3.016666667,0.119680851,2.186761229,TRUE
togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,USA,2023-05-04,4.050900591,7,2.438672213,0.155797728,15.57977278,0.317544933,4.502173664,0.006797583,0.679758308,0.252516779,0.33557047,0.344760417,1.86171875,0.112117686,1.346409574,TRUE
togethercomputer/RedPajama-INCITE-7B-Instruct,togethercomputer/RedPajama-INCITE-7B-Instruct,USA,2023-05-05,6.456725493,7,2.362237341,0.205506944,20.55069438,0.337743947,7.905416494,0.021148036,2.114803625,0.250838926,0.111856823,0.368510417,5.03046875,0.127244016,3.027112884,TRUE
togethercomputer/RedPajama-INCITE-Base-3B-v1,togethercomputer/RedPajama-INCITE-Base-3B-v1,USA,2023-05-04,5.521090385,3,1.552203691,0.229362536,22.93625358,0.306040388,3.518607767,0.014350453,1.435045317,0.243288591,0,0.373875,4.001041667,0.111120346,1.235593972,TRUE
togethercomputer/RedPajama-INCITE-Chat-3B-v1,togethercomputer/RedPajama-INCITE-Chat-3B-v1,USA,2023-05-05,4.848823927,3,1.549817917,0.165214963,16.5214963,0.321669371,5.164727927,0.009063444,0.906344411,0.244127517,0,0.368447917,5.089322917,0.112699468,1.411052009,TRUE
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,togethercomputer/RedPajama-INCITE-Instruct-3B-v1,USA,2023-05-05,5.77723156,3,1.521342069,0.212426362,21.24263621,0.314601775,4.510786369,0.012839879,1.283987915,0.247483221,0,0.388604167,6.408854167,0.110954122,1.217124704,TRUE
upstage/SOLAR-10.7B-v1.0,upstage/SOLAR-10.7B-v1.0,South Korea,2023-12-12,16.85497486,10.732,2.166602052,0.242126447,24.21264467,0.509387308,29.78935809,0.026435045,2.643504532,0.281040268,4.138702461,0.43715625,13.67786458,0.340009973,26.66777482,TRUE
upstage/solar-pro-preview-instruct,upstage/solar-pro-preview-instruct,South Korea,2024-09-09,39.93865486,22.14,3.483526306,0.841581448,84.15814483,0.681684305,54.822351,0.220543807,22.05438066,0.370805369,16.10738255,0.44165625,15.00703125,0.52734375,47.48263889,TRUE
WizardLMTeam/WizardLM-13B-V1.0,WizardLMTeam/WizardLM-13B-V1.0,China,2023-05-13,4.546091524,13,141.9551742,0.185049003,18.50490033,0.291344477,2.147966883,0,0,0.259228188,1.230425056,0.34971875,3.548177083,0.116605718,1.845079787,TRUE
WizardLMTeam/WizardLM-13B-V1.2,WizardLMTeam/WizardLM-13B-V1.2,China,2023-07-25,15.17753274,13,7.03891626,0.339246533,33.92465325,0.446199944,22.88865498,0.018882175,1.888217523,0.26090604,1.454138702,0.43784375,14.03046875,0.251911569,16.87906324,TRUE
WizardLMTeam/WizardLM-70B-V1.0,WizardLMTeam/WizardLM-70B-V1.0,China,2023-08-09,22.3974421,70,58.19212658,0.495142888,49.51428875,0.559036605,37.54335453,0.039274924,3.927492447,0.265939597,2.125279642,0.439114583,14.08932292,0.344664229,27.1849143,TRUE
